TransactionID,CustomerID,Amount,Currency,TransactionDate,TransactionType,Category,MerchantID,TransactionStatus,PaymentMethod,Location,TransactionTime,FraudFlag,TransactionFee,MerchantCategory,CustomerAge,DeviceType
TXN8723,CUST287,2453.82,EUR,06/07/2023,Debit,Healthcare,MER631,Pending,Debit Card,New York,05:13,1,2.58,Bank,66,Desktop
TXN4429,CUST171,3859.57,EUR,07/15/2023,Debit,Travel,MER419,Completed,Debit Card,New York,03:50,0,24.72,Bank,39,Mobile
TXN6523,CUST130,2678.3,USD,02/08/2023,Credit,Healthcare,MER643,Failed,Bank Transfer,New York,23:25,0,29.58,Restaurant,45,Desktop
TXN4467,CUST177,3706.15,USD,08/22/2023,Debit,Travel,MER234,Failed,Bank Transfer,London,18:15,0,17.47,Bank,34,Desktop
TXN4234,CUST778,4245.12,EUR,11/15/2023,Debit,Clothing,MER762,Pending,E-Wallet,Tokyo,17:09,1,38.39,Online Retailer,24,Mobile
TXN3229,CUST424,4281.44,USD,11/19/2023,Debit,Travel,MER490,Completed,Credit Card,London,02:21,1,29.43,Online Retailer,24,Desktop
TXN1552,CUST960,2886.11,EUR,06/21/2023,Debit,Healthcare,MER244,Completed,Debit Card,Tokyo,12:34,0,35.56,Physical Store,21,Mobile
TXN3620,CUST705,20.37,USD,10/22/2023,Credit,Entertainment,MER510,Pending,Credit Card,Toronto,14:51,1,18.5,Bank,53,Desktop
TXN4846,CUST261,2868.84,EUR,04/13/2023,Debit,Electronics,MER533,Completed,Bank Transfer,Berlin,12:13,1,14.24,Online Retailer,48,ATM
TXN1362,CUST439,4731.16,EUR,01/11/2023,Debit,Entertainment,MER592,Completed,E-Wallet,Tokyo,19:43,0,45.39,Bank,64,ATM
TXN1411,CUST920,3544.89,EUR,03/05/2023,Debit,Clothing,MER261,Failed,E-Wallet,Tokyo,02:57,0,42.49,Restaurant,30,Desktop
TXN7718,CUST743,2123.87,GBP,09/23/2023,Credit,Travel,MER247,Completed,Debit Card,Toronto,14:40,1,21.73,Restaurant,46,ATM
TXN7398,CUST837,3328.83,USD,01/20/2023,Credit,Electronics,MER619,Completed,E-Wallet,Tokyo,02:13,1,49.73,Bank,65,Mobile
TXN6465,CUST596,1968.42,EUR,07/03/2023,Debit,Clothing,MER508,Pending,Debit Card,Tokyo,13:17,1,39.37,Physical Store,70,Mobile
TXN7409,CUST551,3634.96,USD,02/10/2023,Credit,Electronics,MER472,Pending,Bank Transfer,Paris,00:39,1,30.93,Online Retailer,42,Mobile
TXN2216,CUST584,1054.66,USD,03/09/2023,Debit,Entertainment,MER287,Pending,E-Wallet,Toronto,01:26,0,17.4,Online Retailer,69,Desktop
TXN2495,CUST174,1428.93,GBP,08/21/2023,Credit,Entertainment,MER835,Pending,Bank Transfer,Toronto,05:18,1,43.85,Restaurant,21,ATM
TXN7554,CUST190,4613.99,GBP,08/14/2023,Debit,Travel,MER971,Failed,Debit Card,Paris,15:57,0,17.38,Physical Store,51,Mobile
TXN7406,CUST793,1650.98,GBP,01/07/2023,Credit,Entertainment,MER155,Pending,Debit Card,Toronto,22:52,0,22.3,Physical Store,27,Desktop
TXN5109,CUST201,2179.54,EUR,11/25/2023,Debit,Healthcare,MER373,Completed,Debit Card,Paris,22:15,0,23.1,Restaurant,68,Desktop
TXN8553,CUST565,1743.22,USD,05/09/2023,Debit,Entertainment,MER186,Pending,E-Wallet,London,11:35,1,29.53,Restaurant,20,Desktop
TXN2861,CUST750,47.24,GBP,03/26/2023,Debit,Entertainment,MER534,Completed,Bank Transfer,New York,22:02,0,19.49,Physical Store,32,Mobile
TXN1161,CUST618,4257.45,GBP,02/17/2023,Debit,Entertainment,MER261,Failed,E-Wallet,Paris,23:26,0,2.35,Bank,64,Mobile
TXN1969,CUST244,1532.82,USD,03/17/2023,Credit,Entertainment,MER839,Pending,Credit Card,London,16:20,0,42.11,Online Retailer,69,ATM
TXN2903,CUST202,62.67,GBP,09/19/2023,Credit,Travel,MER449,Failed,Credit Card,Toronto,05:05,0,24.92,Online Retailer,22,Mobile
TXN5209,CUST699,3955.9,USD,08/01/2023,Credit,Travel,MER541,Pending,Bank Transfer,Tokyo,06:05,0,48.42,Bank,60,ATM
TXN2167,CUST245,4249.68,USD,05/19/2023,Credit,Entertainment,MER491,Failed,E-Wallet,Tokyo,04:17,1,0.74,Bank,54,Mobile
TXN1351,CUST378,768.26,USD,10/05/2023,Credit,Electronics,MER394,Completed,Debit Card,London,15:34,0,27.99,Restaurant,36,Desktop
TXN3534,CUST361,551.15,EUR,05/21/2023,Debit,Electronics,MER132,Failed,Bank Transfer,London,09:59,1,41.19,Bank,39,Mobile
TXN1686,CUST355,1277.11,GBP,04/27/2023,Credit,Groceries,MER909,Pending,Debit Card,Paris,05:39,1,22.09,Restaurant,73,Mobile
TXN5633,CUST690,1349.3,GBP,10/05/2023,Debit,Entertainment,MER190,Failed,Bank Transfer,Berlin,15:10,1,14.02,Restaurant,21,ATM
TXN4215,CUST795,3377.66,USD,12/11/2023,Debit,Entertainment,MER108,Failed,Bank Transfer,London,17:00,1,11.02,Bank,65,Desktop
TXN8115,CUST135,4040.81,USD,01/09/2023,Debit,Healthcare,MER408,Pending,Credit Card,Paris,11:56,1,1.54,Online Retailer,69,Mobile
TXN6990,CUST736,4240.85,USD,01/15/2023,Debit,Groceries,MER579,Failed,Debit Card,Berlin,06:36,0,26.11,Physical Store,70,Desktop
TXN7294,CUST175,1880.07,USD,01/28/2023,Debit,Entertainment,MER797,Completed,Debit Card,Tokyo,13:03,0,46.0,Physical Store,52,Desktop
TXN5534,CUST729,31.21,USD,10/27/2023,Debit,Groceries,MER212,Failed,Bank Transfer,Berlin,16:32,1,11.99,Restaurant,71,ATM
TXN6960,CUST653,470.14,GBP,06/09/2023,Credit,Entertainment,MER266,Failed,Credit Card,Paris,02:02,0,35.52,Restaurant,60,Mobile
TXN1437,CUST501,1019.43,USD,09/09/2023,Credit,Clothing,MER892,Failed,Debit Card,Toronto,21:33,0,5.43,Bank,55,ATM
TXN3241,CUST930,52.62,USD,05/18/2023,Debit,Electronics,MER332,Completed,Credit Card,Paris,19:29,1,47.69,Bank,23,ATM
TXN1113,CUST558,3992.18,USD,09/06/2023,Debit,Electronics,MER129,Failed,Credit Card,Toronto,23:34,0,29.23,Physical Store,64,ATM
TXN1346,CUST618,4977.29,GBP,09/13/2023,Credit,Electronics,MER541,Completed,Credit Card,Paris,17:16,1,6.87,Restaurant,38,ATM
TXN5802,CUST299,97.23,USD,04/09/2023,Credit,Groceries,MER195,Completed,Debit Card,New York,11:18,1,7.78,Restaurant,22,Mobile
TXN6464,CUST826,2363.34,USD,05/25/2023,Credit,Entertainment,MER984,Completed,Bank Transfer,Paris,09:33,1,2.96,Online Retailer,71,ATM
TXN2729,CUST388,1797.36,EUR,06/09/2023,Debit,Travel,MER349,Pending,E-Wallet,London,21:12,1,28.13,Restaurant,53,Desktop
TXN3826,CUST891,4313.68,EUR,07/09/2023,Debit,Travel,MER403,Pending,E-Wallet,Paris,05:09,1,36.77,Online Retailer,48,Desktop
TXN9854,CUST781,3171.99,EUR,07/28/2023,Debit,Electronics,MER697,Completed,Credit Card,Tokyo,22:08,0,25.11,Online Retailer,43,Mobile
TXN7953,CUST296,967.79,GBP,10/09/2023,Debit,Electronics,MER205,Pending,Credit Card,New York,13:08,0,45.1,Restaurant,31,ATM
TXN6316,CUST250,375.22,EUR,02/12/2023,Credit,Electronics,MER846,Completed,Bank Transfer,New York,13:09,0,26.02,Bank,27,Mobile
TXN8905,CUST481,2306.93,EUR,12/05/2023,Debit,Healthcare,MER189,Pending,Credit Card,Berlin,15:39,1,45.33,Restaurant,25,ATM
TXN6594,CUST743,1810.59,EUR,10/04/2023,Debit,Electronics,MER971,Pending,Bank Transfer,Toronto,09:39,0,42.98,Online Retailer,55,Desktop
TXN4151,CUST157,4018.35,GBP,01/18/2023,Credit,Electronics,MER138,Pending,Bank Transfer,Tokyo,00:44,1,45.2,Online Retailer,42,Desktop
TXN8026,CUST491,4338.93,EUR,10/09/2023,Debit,Travel,MER618,Completed,E-Wallet,New York,05:38,0,25.71,Physical Store,59,ATM
TXN2936,CUST371,1031.22,USD,03/14/2023,Debit,Healthcare,MER663,Pending,Credit Card,London,06:34,0,20.51,Online Retailer,50,ATM
TXN7618,CUST705,1628.32,GBP,01/09/2023,Credit,Travel,MER237,Pending,Credit Card,Paris,01:31,1,47.78,Physical Store,45,Mobile
TXN8424,CUST597,2664.35,EUR,09/10/2023,Credit,Entertainment,MER542,Pending,Credit Card,New York,03:47,0,35.72,Bank,40,Desktop
TXN7614,CUST280,4373.16,GBP,11/16/2023,Debit,Travel,MER677,Pending,Debit Card,Toronto,13:47,0,28.5,Restaurant,54,Mobile
TXN9662,CUST495,275.82,EUR,02/12/2023,Credit,Groceries,MER293,Failed,Debit Card,Toronto,06:59,1,41.93,Restaurant,55,Desktop
TXN2260,CUST827,2438.55,USD,03/01/2023,Credit,Electronics,MER249,Failed,Bank Transfer,Tokyo,07:14,1,11.42,Bank,57,Desktop
TXN6062,CUST967,1650.78,GBP,08/13/2023,Credit,Entertainment,MER702,Pending,Debit Card,Tokyo,14:27,1,22.31,Restaurant,59,ATM
TXN9142,CUST477,1587.25,GBP,05/20/2023,Debit,Groceries,MER141,Pending,Bank Transfer,Berlin,07:12,1,35.24,Bank,56,Desktop
TXN8459,CUST165,4694.86,EUR,07/04/2023,Credit,Healthcare,MER118,Pending,Bank Transfer,Berlin,12:50,0,22.35,Bank,31,ATM
TXN1850,CUST825,4381.58,USD,06/12/2023,Credit,Healthcare,MER548,Failed,Credit Card,London,23:38,0,37.67,Bank,62,Mobile
TXN2823,CUST478,3355.78,GBP,09/23/2023,Debit,Clothing,MER128,Failed,E-Wallet,London,11:49,0,46.11,Physical Store,27,Mobile
TXN2937,CUST643,475.14,GBP,09/06/2023,Credit,Travel,MER559,Failed,Credit Card,Berlin,15:14,1,32.13,Physical Store,50,ATM
TXN2966,CUST714,3565.47,GBP,07/21/2023,Debit,Entertainment,MER115,Failed,Bank Transfer,New York,00:01,1,28.72,Bank,22,ATM
TXN2248,CUST599,4905.8,EUR,03/05/2023,Credit,Healthcare,MER709,Failed,Debit Card,London,19:45,0,19.84,Physical Store,34,ATM
TXN3021,CUST875,1061.22,USD,10/25/2023,Credit,Clothing,MER788,Completed,Debit Card,Toronto,16:49,0,26.31,Bank,39,Mobile
TXN6745,CUST579,3894.18,EUR,06/26/2023,Debit,Groceries,MER658,Pending,Bank Transfer,Toronto,13:24,1,21.49,Physical Store,32,Mobile
TXN8963,CUST245,1181.73,USD,03/14/2023,Debit,Clothing,MER609,Failed,E-Wallet,Toronto,20:36,0,27.29,Physical Store,18,Desktop
TXN3500,CUST253,2227.79,EUR,01/03/2023,Debit,Entertainment,MER258,Completed,Bank Transfer,Tokyo,01:40,0,13.41,Restaurant,63,Mobile
TXN6157,CUST787,1453.63,GBP,11/18/2023,Debit,Groceries,MER745,Failed,Debit Card,Berlin,14:51,0,13.17,Restaurant,24,ATM
TXN1285,CUST374,2129.21,USD,11/02/2023,Debit,Groceries,MER123,Pending,E-Wallet,Berlin,15:44,0,25.91,Bank,30,ATM
TXN9761,CUST366,1134.03,GBP,08/06/2023,Debit,Clothing,MER515,Pending,Bank Transfer,London,04:26,1,21.99,Online Retailer,58,ATM
TXN7141,CUST521,4188.19,EUR,10/04/2023,Credit,Entertainment,MER181,Completed,Credit Card,Toronto,10:40,1,34.08,Restaurant,36,ATM
TXN7867,CUST813,239.8,GBP,03/09/2023,Credit,Travel,MER540,Failed,Bank Transfer,Paris,01:17,1,19.63,Online Retailer,38,ATM
TXN7819,CUST868,2571.44,GBP,08/03/2023,Debit,Electronics,MER464,Completed,Bank Transfer,New York,17:50,1,13.36,Physical Store,43,ATM
TXN8186,CUST958,1356.82,GBP,08/17/2023,Credit,Groceries,MER420,Failed,Debit Card,Toronto,08:15,1,42.39,Physical Store,31,Desktop
TXN2873,CUST179,1531.65,GBP,01/21/2023,Debit,Entertainment,MER746,Completed,Bank Transfer,Paris,16:18,1,0.96,Restaurant,50,Desktop
TXN4961,CUST811,3859.7,EUR,11/04/2023,Debit,Clothing,MER186,Completed,E-Wallet,New York,11:09,1,14.78,Physical Store,52,ATM
TXN8675,CUST856,2031.98,USD,05/18/2023,Debit,Clothing,MER238,Pending,E-Wallet,Toronto,14:15,1,27.63,Online Retailer,74,Mobile
TXN9125,CUST376,1832.14,USD,03/20/2023,Debit,Healthcare,MER554,Failed,Bank Transfer,Tokyo,18:03,1,30.53,Online Retailer,71,Desktop
TXN8144,CUST330,2365.75,USD,08/05/2023,Credit,Groceries,MER125,Pending,Credit Card,Tokyo,06:00,0,45.06,Online Retailer,75,Mobile
TXN5462,CUST461,335.83,EUR,09/08/2023,Credit,Clothing,MER384,Completed,Credit Card,Toronto,05:00,0,12.0,Online Retailer,71,Desktop
TXN3598,CUST696,3938.51,GBP,04/09/2023,Debit,Healthcare,MER758,Failed,Debit Card,Berlin,11:30,0,43.82,Restaurant,73,Desktop
TXN7231,CUST545,171.55,EUR,11/16/2023,Credit,Clothing,MER488,Completed,Debit Card,New York,11:18,1,28.59,Physical Store,35,ATM
TXN9726,CUST355,2275.65,GBP,11/25/2023,Debit,Clothing,MER198,Pending,Bank Transfer,Berlin,23:43,1,10.33,Bank,47,Mobile
TXN1559,CUST966,1015.31,USD,10/13/2023,Credit,Electronics,MER477,Completed,Credit Card,New York,17:53,1,42.14,Physical Store,30,ATM
TXN5186,CUST574,2691.36,USD,04/07/2023,Debit,Travel,MER692,Pending,E-Wallet,New York,05:35,0,15.5,Online Retailer,31,Mobile
TXN2172,CUST349,1968.23,USD,05/24/2023,Credit,Groceries,MER377,Failed,E-Wallet,Tokyo,04:02,0,5.84,Physical Store,43,Desktop
TXN6056,CUST378,2357.28,USD,05/07/2023,Credit,Groceries,MER390,Pending,Credit Card,London,03:43,0,16.02,Bank,50,Desktop
TXN7874,CUST139,3332.23,USD,10/06/2023,Debit,Entertainment,MER763,Pending,Bank Transfer,London,21:03,1,20.69,Online Retailer,56,Desktop
TXN8026,CUST136,4977.73,GBP,02/05/2023,Debit,Electronics,MER301,Pending,Debit Card,London,12:35,1,48.7,Bank,74,ATM
TXN3640,CUST644,2953.43,GBP,10/06/2023,Debit,Healthcare,MER573,Failed,Bank Transfer,Toronto,03:18,0,36.25,Online Retailer,45,Mobile
TXN4653,CUST124,446.63,EUR,02/02/2023,Credit,Healthcare,MER564,Completed,Credit Card,Berlin,11:25,1,49.47,Bank,19,ATM
TXN3635,CUST553,808.79,EUR,06/10/2023,Debit,Entertainment,MER544,Pending,Credit Card,Berlin,21:18,0,13.29,Restaurant,72,Desktop
TXN2852,CUST451,339.57,EUR,10/26/2023,Debit,Travel,MER370,Pending,Bank Transfer,London,23:36,1,9.32,Physical Store,66,ATM
TXN5579,CUST663,4739.01,GBP,03/02/2023,Credit,Clothing,MER893,Failed,Debit Card,Toronto,21:52,0,35.24,Online Retailer,69,Desktop
TXN5665,CUST960,3447.25,GBP,04/27/2023,Credit,Clothing,MER923,Failed,Credit Card,Berlin,16:09,0,25.7,Online Retailer,40,ATM
TXN6445,CUST857,4174.88,EUR,03/09/2023,Debit,Travel,MER158,Completed,Bank Transfer,Berlin,07:04,1,14.63,Physical Store,18,Mobile
TXN5341,CUST304,3213.6,GBP,12/19/2023,Debit,Groceries,MER211,Failed,E-Wallet,Toronto,11:21,1,14.16,Bank,37,Mobile
TXN6173,CUST203,51.11,EUR,07/23/2023,Debit,Entertainment,MER541,Pending,E-Wallet,Toronto,21:48,0,0.56,Bank,45,Desktop
TXN4899,CUST910,3743.01,EUR,10/25/2023,Credit,Groceries,MER696,Failed,Credit Card,Berlin,19:11,0,29.87,Online Retailer,38,Mobile
TXN6760,CUST805,3250.98,EUR,11/03/2023,Credit,Clothing,MER685,Pending,Credit Card,Tokyo,01:19,0,32.22,Online Retailer,50,Mobile
TXN4431,CUST315,1408.88,GBP,10/10/2023,Debit,Healthcare,MER110,Failed,Credit Card,Toronto,17:36,0,5.98,Restaurant,50,ATM
TXN5716,CUST105,4334.93,GBP,09/19/2023,Debit,Travel,MER847,Completed,E-Wallet,New York,02:52,1,3.88,Bank,24,Mobile
TXN2823,CUST605,2972.27,GBP,11/24/2023,Credit,Clothing,MER310,Completed,Bank Transfer,London,17:59,0,48.89,Restaurant,39,Desktop
TXN2913,CUST388,3411.34,GBP,05/22/2023,Debit,Healthcare,MER987,Completed,Bank Transfer,Paris,19:41,0,36.2,Online Retailer,45,Mobile
TXN3152,CUST213,2039.53,EUR,04/09/2023,Credit,Entertainment,MER472,Failed,E-Wallet,Toronto,00:48,0,32.3,Restaurant,59,Mobile
TXN2531,CUST118,2091.7,USD,12/16/2023,Debit,Groceries,MER393,Completed,Debit Card,London,07:30,0,41.78,Restaurant,29,ATM
TXN3056,CUST869,1646.12,USD,01/02/2023,Debit,Travel,MER616,Failed,E-Wallet,New York,11:01,0,20.61,Physical Store,47,ATM
TXN7554,CUST280,834.64,GBP,12/07/2023,Credit,Clothing,MER980,Pending,Bank Transfer,New York,01:23,1,46.58,Restaurant,40,Desktop
TXN5143,CUST269,4243.63,EUR,10/12/2023,Debit,Groceries,MER666,Failed,Debit Card,London,08:47,1,36.0,Restaurant,27,Desktop
TXN9323,CUST170,807.1,EUR,05/23/2023,Debit,Groceries,MER594,Pending,Debit Card,Berlin,04:08,0,16.54,Bank,70,ATM
TXN7168,CUST227,1204.71,EUR,01/15/2023,Credit,Electronics,MER828,Completed,E-Wallet,Paris,14:32,0,13.97,Restaurant,30,Mobile
TXN9302,CUST202,3091.19,GBP,12/04/2023,Debit,Clothing,MER215,Completed,Bank Transfer,Paris,21:44,0,1.38,Physical Store,52,ATM
TXN7565,CUST928,3950.18,GBP,05/11/2023,Debit,Clothing,MER272,Completed,Credit Card,London,23:13,1,8.37,Bank,33,ATM
TXN3403,CUST652,3078.98,USD,04/02/2023,Credit,Clothing,MER739,Completed,E-Wallet,Toronto,09:06,1,36.92,Restaurant,66,ATM
TXN8618,CUST774,1272.27,EUR,04/28/2023,Debit,Groceries,MER135,Completed,Bank Transfer,Tokyo,01:31,0,13.01,Bank,30,Desktop
TXN2992,CUST598,3073.22,GBP,02/02/2023,Credit,Healthcare,MER317,Failed,Bank Transfer,New York,03:11,1,38.05,Online Retailer,52,ATM
TXN4775,CUST723,1673.22,GBP,10/10/2023,Debit,Electronics,MER410,Pending,E-Wallet,London,04:26,1,39.58,Restaurant,65,ATM
TXN8185,CUST131,4973.78,USD,09/25/2023,Credit,Groceries,MER845,Failed,E-Wallet,Berlin,14:33,1,44.06,Physical Store,43,Desktop
TXN6934,CUST354,4323.01,USD,04/09/2023,Debit,Entertainment,MER810,Pending,E-Wallet,Paris,03:51,0,3.72,Physical Store,69,ATM
TXN9103,CUST233,2226.64,USD,03/20/2023,Credit,Entertainment,MER611,Completed,Credit Card,Toronto,19:47,0,16.05,Bank,60,Desktop
TXN6535,CUST831,3778.81,EUR,10/20/2023,Debit,Clothing,MER923,Completed,Credit Card,Toronto,12:21,0,43.57,Online Retailer,70,Desktop
TXN7798,CUST201,3123.12,USD,01/07/2023,Credit,Clothing,MER604,Completed,Credit Card,Berlin,02:56,0,28.74,Restaurant,56,Mobile
TXN7808,CUST327,4370.24,GBP,06/07/2023,Debit,Entertainment,MER761,Failed,Bank Transfer,Tokyo,19:56,0,35.89,Physical Store,36,Mobile
TXN3911,CUST826,1670.87,EUR,12/02/2023,Credit,Healthcare,MER553,Failed,Debit Card,Toronto,03:00,1,20.85,Bank,70,Desktop
TXN8308,CUST680,195.68,USD,11/26/2023,Debit,Entertainment,MER388,Completed,Bank Transfer,London,19:21,1,39.8,Bank,61,Mobile
TXN8745,CUST550,2506.9,USD,11/12/2023,Debit,Groceries,MER440,Pending,Credit Card,Tokyo,08:30,1,17.92,Online Retailer,34,ATM
TXN4354,CUST825,2347.4,USD,03/18/2023,Credit,Electronics,MER781,Completed,Credit Card,Toronto,15:58,1,30.75,Restaurant,64,Mobile
TXN9587,CUST829,2093.13,USD,11/08/2023,Credit,Healthcare,MER909,Pending,E-Wallet,Tokyo,14:14,1,48.32,Online Retailer,64,ATM
TXN9832,CUST384,4154.16,GBP,10/21/2023,Debit,Groceries,MER871,Failed,Debit Card,Tokyo,07:30,1,49.58,Online Retailer,22,Mobile
TXN4492,CUST515,4178.61,USD,10/06/2023,Credit,Healthcare,MER181,Completed,E-Wallet,Berlin,23:25,1,4.72,Online Retailer,75,Mobile
TXN7582,CUST990,1115.39,USD,03/09/2023,Debit,Electronics,MER469,Failed,Credit Card,Paris,05:30,1,3.56,Online Retailer,55,Desktop
TXN1752,CUST898,1113.17,USD,11/17/2023,Credit,Electronics,MER928,Pending,E-Wallet,Toronto,10:44,1,49.99,Physical Store,50,Mobile
TXN1656,CUST581,2269.38,GBP,05/19/2023,Credit,Groceries,MER838,Pending,Debit Card,Toronto,12:03,1,43.52,Online Retailer,70,Mobile
TXN9185,CUST258,3828.24,GBP,06/10/2023,Credit,Electronics,MER299,Failed,Debit Card,Toronto,05:06,0,16.39,Physical Store,42,Desktop
TXN1703,CUST908,1364.35,USD,11/17/2023,Debit,Healthcare,MER809,Completed,Credit Card,Paris,18:30,0,13.67,Bank,64,Mobile
TXN9894,CUST447,3456.76,USD,08/02/2023,Credit,Clothing,MER190,Failed,Bank Transfer,Paris,03:32,0,1.78,Bank,59,ATM
TXN3744,CUST274,3339.46,USD,07/14/2023,Debit,Electronics,MER876,Pending,E-Wallet,Berlin,11:32,1,14.7,Online Retailer,20,ATM
TXN4684,CUST291,3715.71,USD,11/22/2023,Debit,Groceries,MER639,Failed,Credit Card,Toronto,08:52,1,19.72,Physical Store,25,Mobile
TXN6834,CUST571,3215.33,USD,08/27/2023,Credit,Groceries,MER527,Completed,E-Wallet,Tokyo,23:12,1,49.31,Online Retailer,55,Mobile
TXN9677,CUST441,3560.29,USD,05/28/2023,Debit,Clothing,MER317,Completed,Debit Card,New York,01:50,1,8.65,Restaurant,20,Mobile
TXN2270,CUST533,4172.82,USD,11/27/2023,Credit,Clothing,MER392,Completed,Credit Card,New York,15:59,1,9.35,Restaurant,67,Desktop
TXN7057,CUST314,4762.89,USD,08/03/2023,Debit,Clothing,MER225,Completed,Credit Card,New York,02:41,0,11.88,Physical Store,31,Mobile
TXN5450,CUST640,1745.87,USD,08/09/2023,Credit,Travel,MER826,Pending,Debit Card,Toronto,17:19,1,22.3,Online Retailer,42,ATM
TXN9188,CUST656,742.75,USD,10/20/2023,Credit,Healthcare,MER921,Pending,Credit Card,Paris,11:31,1,49.36,Online Retailer,71,ATM
TXN9150,CUST665,256.18,USD,07/18/2023,Credit,Travel,MER185,Failed,Bank Transfer,Tokyo,17:01,0,28.21,Bank,65,Mobile
TXN7080,CUST584,1623.13,GBP,04/19/2023,Debit,Entertainment,MER596,Pending,E-Wallet,Tokyo,20:31,1,48.72,Online Retailer,57,Mobile
TXN8160,CUST661,1347.58,USD,12/21/2023,Debit,Clothing,MER434,Failed,Bank Transfer,Tokyo,12:11,1,13.61,Physical Store,55,ATM
TXN2663,CUST735,932.38,EUR,10/11/2023,Credit,Clothing,MER277,Failed,Credit Card,Berlin,15:24,1,24.83,Bank,63,Mobile
TXN9050,CUST382,1120.74,EUR,10/05/2023,Credit,Clothing,MER470,Failed,Bank Transfer,Paris,19:18,0,32.33,Physical Store,29,Mobile
TXN2903,CUST709,3359.83,GBP,10/15/2023,Debit,Entertainment,MER744,Pending,Debit Card,Berlin,21:58,0,30.08,Restaurant,46,Desktop
TXN2926,CUST634,3102.83,GBP,05/18/2023,Credit,Travel,MER408,Completed,Credit Card,New York,14:47,1,2.9,Physical Store,50,Mobile
TXN2909,CUST169,3484.51,USD,06/01/2023,Debit,Electronics,MER547,Pending,Bank Transfer,Berlin,03:00,1,36.5,Restaurant,30,Mobile
TXN4191,CUST245,3510.38,GBP,09/24/2023,Credit,Healthcare,MER499,Failed,Bank Transfer,Berlin,10:00,0,41.23,Online Retailer,26,Mobile
TXN1631,CUST957,664.35,GBP,04/01/2023,Credit,Electronics,MER336,Completed,Bank Transfer,London,02:13,1,16.39,Bank,74,Desktop
TXN9245,CUST471,563.83,USD,01/08/2023,Credit,Electronics,MER871,Pending,Bank Transfer,New York,12:02,1,41.76,Restaurant,29,Mobile
TXN8490,CUST270,530.68,USD,01/09/2023,Debit,Electronics,MER707,Completed,Bank Transfer,London,07:13,0,43.29,Physical Store,43,Mobile
TXN5112,CUST981,1615.07,EUR,01/03/2023,Debit,Entertainment,MER464,Failed,Credit Card,New York,13:26,1,19.42,Bank,24,Mobile
TXN8609,CUST873,1742.88,EUR,03/28/2023,Credit,Travel,MER447,Pending,Bank Transfer,Toronto,06:50,0,10.96,Bank,57,Desktop
TXN2765,CUST169,3690.43,GBP,03/05/2023,Debit,Clothing,MER749,Pending,E-Wallet,London,05:42,1,5.69,Bank,74,Mobile
TXN6292,CUST786,1047.48,GBP,01/09/2023,Debit,Clothing,MER235,Failed,Credit Card,Toronto,18:47,1,16.55,Physical Store,18,ATM
TXN4539,CUST871,1930.31,USD,07/15/2023,Debit,Healthcare,MER280,Pending,Credit Card,Berlin,11:58,0,35.27,Physical Store,21,ATM
TXN2042,CUST878,4332.24,GBP,06/27/2023,Credit,Clothing,MER306,Pending,Credit Card,Paris,23:45,1,12.54,Bank,68,Desktop
TXN3579,CUST913,2449.41,EUR,05/25/2023,Debit,Travel,MER849,Completed,Credit Card,London,06:46,1,35.5,Bank,28,Mobile
TXN3534,CUST523,1076.17,EUR,02/06/2023,Debit,Electronics,MER743,Pending,Debit Card,London,19:57,0,48.76,Online Retailer,55,Desktop
TXN6432,CUST818,3403.03,USD,12/17/2023,Debit,Groceries,MER179,Completed,Credit Card,Berlin,02:59,0,17.59,Physical Store,44,Mobile
TXN4683,CUST632,1091.45,GBP,02/14/2023,Credit,Travel,MER296,Pending,E-Wallet,Tokyo,06:15,1,41.75,Restaurant,33,Desktop
TXN7297,CUST655,109.98,USD,04/21/2023,Debit,Clothing,MER162,Pending,E-Wallet,Toronto,20:58,1,32.06,Online Retailer,30,Desktop
TXN9938,CUST260,1175.75,GBP,01/09/2023,Debit,Clothing,MER862,Failed,Debit Card,London,02:58,1,39.71,Physical Store,62,Desktop
TXN3056,CUST252,2394.97,USD,07/16/2023,Credit,Clothing,MER875,Failed,E-Wallet,Paris,15:37,1,49.36,Physical Store,64,Mobile
TXN6631,CUST746,2800.49,GBP,03/24/2023,Credit,Electronics,MER508,Completed,E-Wallet,Tokyo,04:23,0,1.58,Online Retailer,30,Mobile
TXN6653,CUST750,2941.13,EUR,01/07/2023,Credit,Healthcare,MER474,Completed,Bank Transfer,Toronto,17:59,1,17.18,Online Retailer,33,Mobile
TXN9140,CUST990,3646.47,EUR,08/24/2023,Credit,Clothing,MER355,Pending,E-Wallet,New York,00:15,0,36.46,Bank,27,Desktop
TXN2673,CUST752,2082.47,EUR,11/22/2023,Debit,Groceries,MER225,Failed,Credit Card,Berlin,09:42,0,6.03,Online Retailer,53,Desktop
TXN9587,CUST405,496.63,USD,03/15/2023,Debit,Healthcare,MER357,Pending,Bank Transfer,Berlin,23:20,0,35.72,Bank,44,ATM
TXN2179,CUST247,3351.68,USD,11/17/2023,Debit,Healthcare,MER829,Completed,E-Wallet,Berlin,17:23,1,31.2,Physical Store,62,Mobile
TXN6953,CUST269,440.55,USD,12/18/2023,Credit,Clothing,MER639,Pending,Bank Transfer,Berlin,03:11,1,13.62,Restaurant,44,ATM
TXN7566,CUST719,4606.63,GBP,01/13/2023,Debit,Travel,MER703,Failed,Credit Card,Tokyo,14:19,1,23.16,Online Retailer,46,ATM
